Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
RUT,13.85,4.25,2.77%,30.90M,-6.12%,1.82B,12.07,12.55%,-0.03%,30.05M,-5.76%,132.42M,1.40,0.81,114.55%,7.66%,-21.19%,1.30B,1.40,4.01%,5.25%,4.65,-19.66%,31.15,1.89,5.75%,2.30M,-30.67%,0.79,74.43,9.90%,14.74%,55.22 - 85.28,-13.94%,0.80 (1.36%),11.83,34.38%,6.97%,-30.93%,1.29,0.80 (1.36%),1.05,7.15%,52.80%,6.66%,2.55,"Mar 14, 2025",2.30,104.60%,13.21%,39.23,5.28% 4.11%,3900,0.98,4.98%,10.17%,2.14,77.29,Yes / Yes,0.97,3.23%,18.82%,0.23,58.49,1.45%,11.42%,5.55%,Feb 05 AMC,495.19K,58.90,-2.86%,-10.12%,-14.94%,,"27,353",0.70%,CNMD
RUT,10.55,3.74,4.17%,101.62M,-0.32%,3.98B,9.38,10.26%,-4.12%,96.67M,-2.70%,404.00M,1.80,0.80,95.16%,1.90%,4.48%,4.48B,0.89,-3.77%,-2.99%,3.10,23.00%,24.59,1.61,1.24%,1.84M,47.87%,-,-,5.85%,17.14%,24.92 - 42.41,6.14%,0.67 (1.69%),6.50,7.50%,5.76%,-6.87%,0.94,0.64 (1.62%),-,2.42%,-,58.49%,0.98,"Mar 10, 2025",-,55.84%,17.25%,46.93,2.64% 2.27%,3500,1.81,7.47%,9.02%,2.75,43.57,Yes / Yes,1.81,394.68%,16.84%,0.47,38.79,13.06%,22.57%,-5.02%,Feb 06 AMC,593.27K,39.49,-2.01%,0.01%,12.72%,,"67,118",1.82%,CNO
RUT,13.26,1.76,7.96%,38.37M,-2.92%,893.35M,7.15,142.46%,0.00%,35.32M,-13.33%,67.57M,-,0.44,70.05%,2.25%,-11.85%,534.62M,1.67,-23.72%,1.31%,3.91,-4.08%,29.47,0.79,0.75%,0.79M,17.40%,-,-,-,5.99%,17.07 - 29.31,1.62%,0.73 (3.14%),15.70,-3.25%,4.96%,-20.57%,1.10,0.72 (3.09%),-,14.42%,-,36.38%,0.78,"Feb 18, 2025",0.08,-15.21%,18.72%,38.48,2.84% 2.87%,493,0.63,6.06%,12.64%,1.50,30.75,Yes / Yes,0.10,6.57%,41.00%,0.57,22.91,2.17%,13.09%,-1.04%,Jan 30 BMO,202.99K,23.28,-5.58%,-4.52%,-1.58%,,"28,055",1.62%,CNOB
RUT,7.63,9.61,2.44%,54.02M,8.89%,3.96B,4.52,87.55%,0.00%,52.70M,-12.56%,286.40M,0.41,1.26,57.20%,5.99%,-36.74%,2.21B,1.79,-10.01%,16.45%,3.10,-19.58%,53.33,1.37,9.77%,3.16M,-9.92%,9.25,7.93,18.46%,19.67%,66.54 - 134.59,-31.29%,0.40 (0.55%),13.27,27.90%,17.17%,-45.54%,1.43,0.60 (0.82%),1.33,14.87%,19.99%,10.16%,4.13,"Mar 03, 2025",1.52,-51.56%,14.78%,42.78,7.21% 5.58%,2076,0.14,-13.20%,12.96%,1.50,110.75,Yes / Yes,0.06,-79.25%,5.20%,0.48,72.52,-23.90%,-61.19%,-8.22%,Feb 20 BMO,1.02M,73.30,-1.11%,-15.64%,-27.10%,,"119,171",1.08%,CNR
-,11.83,3.71,29.24%,64.24M,-6.75%,2.83B,3.48,10.46%,-0.07%,45.53M,-7.94%,241.05M,2.44,2.59,76.27%,18.04%,-3.43%,9.62B,0.29,0.16%,9.14%,10.98,-35.87%,62.89,0.70,1.97%,8.21M,-30.44%,6.68,6.58,4.85%,5.89%,36.28 - 77.00,1.51%,1.36 (3.09%),6.59,10.35%,2.56%,-42.96%,0.73,1.27 (2.89%),1.42,15.90%,28.58%,21.06%,2.08,"Jan 31, 2025",1.42,-35.86%,7.88%,42.26,5.91% 4.74%,450000,1.39,35.20%,2.51%,1.83,66.20,Yes / Yes,1.33,57.01%,33.39%,0.71,43.32,0.31%,8.38%,9.75%,Mar 26 AMC,747.77K,43.92,-3.31%,-7.43%,-19.07%,,"128,994",1.39%,CNXC
S&P 500,14.64,11.59,1.33%,381.23M,-2.04%,64.68B,9.24,19.43%,-1.48%,376.25M,-13.69%,4.45B,0.84,3.64,95.10%,5.74%,-7.77%,53.35B,1.21,10.06%,3.68%,6.07,24.31%,159.44,1.06,0.96%,21.61M,20.93%,-,-,17.53%,7.86%,128.23 - 210.67,-4.87%,2.52 (1.48%),3.82,0.96%,4.57%,-19.48%,1.28,2.40 (1.41%),-,10.45%,-,32.29%,6.81,"Feb 18, 2025",0.49,-3.02%,10.12%,35.05,3.84% 3.54%,52600,0.67,9.06%,8.33%,1.88,219.33,Yes / Yes,0.60,59.68%,20.71%,0.86,166.12,-0.24%,9.27%,6.39%,Jan 21 AMC,3.56M,169.63,-9.78%,-11.47%,3.63%,,"738,986",2.11%,COF
RUT,8.78,3.25,10.26%,8.97M,-6.76%,255.97M,7.62,10.52%,0.11%,8.05M,-13.33%,26.73M,-,0.78,36.61%,6.83%,-23.61%,138.90M,1.84,0.59%,6.59%,15.89,-5.25%,29.05,0.98,1.00%,0.55M,8.64%,-,-,-,11.72%,21.52 - 38.15,-19.92%,1.13 (3.96%),21.40,15.52%,5.67%,-25.19%,0.64,1.09 (3.82%),-,30.25%,-,32.62%,0.80,"Mar 14, 2025",0.06,15.69%,24.57%,12.96,3.95% 2.59%,389,0.81,21.70%,19.24%,1.00,37.33,No / Yes,0.81,12.86%,33.54%,0.84,28.52,1.26%,0.61%,13.46%,Jan 22 AMC,34.62K,28.54,-8.03%,-12.87%,-8.43%,,"6,989",0.07%,COFS
-,9.64,2.55,0.84%,209.54M,-1.84%,5.15B,8.58,6.99%,-0.25%,207.89M,-9.70%,533.67M,3.92,0.63,93.06%,3.48%,-16.73%,2.97B,1.73,-1.24%,-0.33%,4.66,4.68%,24.43,1.01,1.03%,7.24M,27.56%,-,-,2.46%,10.55%,17.08 - 32.85,-9.00%,1.45 (5.89%),8.27,-0.98%,6.10%,-25.18%,0.52,1.44 (5.86%),-,45.09%,-,43.95%,0.80,"Feb 28, 2025",0.05,54.79%,23.11%,35.17,3.71% 2.92%,4721,0.76,7.84%,17.96%,2.55,32.05,Yes / Yes,0.71,52.33%,56.48%,0.64,23.94,0.57%,9.05%,-4.07%,Jan 23 AMC,1.55M,24.58,-4.94%,-8.92%,-3.88%,,"241,945",2.67%,COLB
-,9.15,0.62,0.24%,84.77M,-1.02%,483.11M,8.72,3.30%,0.00%,84.57M,-3.14%,52.96M,0.55,-,4.32%,0.01%,-4.70%,526.88M,0.92,-7.41%,-0.50%,1.00,0.51%,3.77,1.51,6.12%,0.01M,-6.73%,0.23,24.95,16.71%,16.44%,5.10 - 6.65,8.97%,0.65 (11.38%),7.06,6.01%,8.83%,-14.30%,0.39,0.55 (9.63%),0.29,5.91%,42.64%,11.75%,0.13,"Nov 21, 2024",1.30,18.03%,19.90%,45.89,1.35% 1.98%,-,1.24,1.12%,10.05%,3.00,6.49,No / Yes,0.86,44.35%,81.00%,0.08,5.75,-3.09%,-21.30%,3.75%,Oct 28 BMO,6.48K,5.70,-1.35%,-0.51%,-0.78%,,128,-0.89%,CPAC
RUT,11.10,0.79,58.51%,21.41M,-7.07%,187.52M,3.03,59.67%,-2.62%,8.88M,-20.64%,19.20M,-,0.30,25.90%,3.36%,-18.04%,377.51M,0.50,129.11%,0.96%,12.20,-7.75%,13.32,0.66,0.60%,0.30M,5.87%,6.41,1.36,-,6.77%,7.03 - 12.73,-19.48%,-,0.85,28.60%,0.56%,-31.30%,1.78,-,-,3.37%,100.00%,24.40%,0.54,-,-,-58.56%,57.93%,30.04,7.93% 5.72%,890,10.69,11.03%,5.09%,1.00,18.00,Yes / Yes,10.69,-27.31%,0.00%,0.15,8.51,2.87%,-22.22%,22.48%,Feb 26 BMO,24.44K,8.74,-11.73%,-18.78%,-11.58%,,886,2.76%,CPSS
-,8.10,3.85,33.61%,561.49M,-2.65%,17.34B,5.15,14.73%,-45.65%,369.12M,-4.79%,2.23B,0.59,1.22,67.52%,2.40%,3.14%,18.72B,0.93,9.27%,8.49%,2.97,16.34%,20.41,1.53,0.62%,8.85M,24.66%,-,-,13.73%,19.20%,23.97 - 35.36,4.21%,0.98 (3.14%),8.06,116.91%,9.77%,-11.79%,1.04,0.92 (2.95%),-,11.16%,-,30.12%,1.19,"Mar 17, 2025",-,126.74%,16.62%,44.17,4.37% 3.71%,5200,1.09,1.72%,11.91%,1.41,38.60,Yes / Yes,0.99,286.98%,24.72%,0.35,30.55,-13.65%,2.68%,150.30%,Feb 12 AMC,2.98M,31.19,-4.27%,-3.44%,3.25%,,"250,943",2.09%,CRBG
RUT,10.54,4.11,17.66%,91.10M,4.41%,3.93B,10.81,9.40%,-0.79%,74.75M,-5.39%,376.00M,2.28,0.82,87.44%,5.21%,-20.99%,2.96B,1.33,-5.81%,-0.25%,4.88,-10.50%,38.84,1.12,6.75%,3.89M,-16.84%,4.10,10.57,4.62%,13.06%,38.02 - 60.41,-16.52%,1.51 (3.48%),11.24,-,7.92%,-28.29%,1.46,1.47 (3.40%),0.95,7.53%,40.58%,13.94%,1.70,"Mar 10, 2025",1.04,-47.76%,21.95%,43.48,3.60% 4.04%,1550,0.35,5.12%,12.72%,1.31,66.93,Yes / Yes,0.34,-86.24%,30.20%,0.59,42.05,-2.70%,-8.00%,52.55%,Mar 03 BMO,797.78K,43.32,-1.76%,-10.29%,-14.98%,,"113,370",3.02%,CRC
-,7.69,5.13,3.37%,36.04M,-5.06%,1.42B,10.28,0.40%,0.00%,34.80M,-23.88%,181.79M,-,0.54,119.11%,14.10%,-28.20%,2.84B,0.50,-34.22%,9.51%,3.74,-42.76%,23.71,1.66,7.56%,4.91M,-53.89%,11.47,3.44,-14.34%,21.39%,39.48 - 87.97,-27.24%,3.16 (8.02%),5.85,-2.63%,9.80%,-55.18%,1.09,3.20 (8.12%),1.26,-3.68%,48.00%,-0.13%,2.16,"Mar 10, 2025",2.25,-18.26%,9.33%,28.71,5.89% 4.83%,15350,1.32,-3.45%,6.39%,3.14,45.75,Yes / Yes,1.17,-41.12%,62.52%,0.48,39.88,2.64%,26.52%,0.22%,Feb 25 BMO,1.31M,39.43,-11.86%,-20.72%,-32.68%,,"151,819",-1.13%,CRI
-,9.96,0.27,26.03%,85.87M,6.27%,232.70M,6.66,43.95%,0.00%,63.52M,-23.01%,24.06M,-,0.03,21.00%,0.63%,-39.78%,394.19M,0.59,-31.10%,25.99%,0.18,-2.17%,1.84,1.48,7.48%,0.40M,-11.73%,0.41,6.59,-,16.02%,2.33 - 5.73,-41.97%,-,20.03,-,13.42%,-52.71%,1.55,-,1.33,7.07%,34.59%,16.56%,0.23,-,1.72,278.70%,10.90%,36.69,5.82% 6.55%,1407,0.25,13.54%,6.10%,1.00,6.50,Yes / Yes,0.08,383.69%,0.00%,0.54,2.59,1.67%,-4.66%,18.34%,Feb 11 BMO,2.24M,2.71,-4.21%,-31.25%,-15.48%,,"295,656",4.63%,CRNT
-,6.21,15.98,3.79%,56.48M,-0.63%,5.56B,7.08,7.09%,-0.77%,53.93M,11.68%,950.07M,3.88,2.48,100.41%,12.44%,-10.98%,4.10B,1.36,-0.60%,2.10%,4.18,-22.58%,32.51,3.05,20.09%,6.71M,-21.01%,3.22,30.81,1.60%,57.76%,88.25 - 165.32,-9.42%,-,6.02,56.99%,27.39%,-39.99%,1.63,-,0.70,29.64%,58.76%,12.42%,4.56,-,1.18,24.55%,24.91%,45.65,4.49% 4.35%,7910,0.93,3.53%,23.16%,1.81,127.50,Yes / Yes,0.89,52.87%,0.00%,0.71,100.00,2.93%,11.52%,3.09%,Feb 13 BMO,1.60M,99.21,-3.88%,-3.64%,-19.82%,,"276,963",-0.79%,CROX
RUT,9.75,5.08,8.39%,31.35M,-1.26%,1.56B,6.84,18.08%,-7.85%,28.83M,-11.39%,166.43M,-,1.32,89.15%,5.82%,-7.02%,1.39B,1.13,20.63%,-2.99%,5.17,2.07%,54.20,0.91,0.83%,1.68M,-5.14%,-,-,-,10.44%,42.31 - 68.49,1.82%,-,10.86,19.93%,5.59%,-27.63%,1.50,-,-,22.62%,-,17.15%,1.71,-,0.31,-29.58%,16.19%,38.68,3.72% 3.07%,787,0.79,-3.61%,12.01%,2.00,68.75,Yes / Yes,0.62,-60.08%,0.00%,0.47,49.09,5.69%,-40.36%,-10.03%,Jan 23 AMC,324.61K,49.57,-5.24%,-5.82%,-2.47%,,"37,353",0.97%,CUBI
-,12.75,1.39,0.01%,145.38M,-6.33%,2.58B,8.51,17.22%,-54.62%,145.36M,-24.24%,1.92B,0.67,0.02,29.84%,3.55%,-24.50%,25.02B,0.10,25.28%,-2.13%,2.89,18.73%,7.07,2.51,3.90%,5.16M,20.75%,8.32,2.13,18.93%,23.75%,12.50 - 26.14,-21.15%,-,1.99,-19.76%,5.26%,-32.10%,2.46,-,0.22,98.41%,27.28%,42.00%,0.95,"Feb 20, 2020",0.26,2613.86%,14.28%,28.91,5.31% 4.64%,-,3.12,15.87%,7.66%,1.62,30.01,Yes / Yes,2.94,707.63%,-,0.78,17.38,0.14%,90.48%,10.02%,Dec 20 BMO,1.78M,17.75,-13.08%,-20.04%,-6.06%,,"335,407",2.13%,CUK
-,11.00,1.21,30.32%,1.82B,4.08%,24.18B,7.48,14.49%,0.00%,1.27B,-12.76%,2.28B,0.49,0.37,50.88%,1.01%,-12.30%,39.66B,0.61,31.49%,-0.41%,1.18,-18.00%,11.21,1.18,5.76%,12.89M,-25.68%,1.18,11.24,22.25%,10.88%,12.07 - 21.79,-12.47%,0.57 (4.28%),7.89,-1.85%,8.28%,-39.15%,1.49,0.49 (3.72%),0.81,49.85%,10.39%,9.81%,0.50,"Mar 14, 2025",1.42,-23.02%,8.93%,43.29,3.69% 3.58%,7150,0.36,2.52%,5.75%,1.26,20.16,Yes / Yes,0.33,-82.50%,40.51%,0.58,13.07,3.38%,-64.46%,-12.90%,Feb 20 BMO,10.94M,13.26,-3.20%,-8.57%,-21.33%,,"1,551,078",1.45%,CVE
-,9.33,0.64,0.00%,1.51B,-1.57%,9.02B,7.44,16.73%,-,1.51B,-9.48%,938.81M,0.66,0.10,31.32%,1.43%,4.10%,16.53B,0.55,12.58%,0.00%,2.12,3.38%,7.03,0.85,3.29%,21.64M,-26.18%,0.57,10.44,14.12%,8.39%,5.00 - 9.27,5.76%,0.13 (2.21%),11.22,60.47%,5.10%,-35.62%,1.25,0.08 (1.39%),0.58,4.45%,32.22%,19.30%,0.24,"Mar 10, 2025",0.82,417.07%,11.50%,44.21,4.06% 3.67%,44494,0.68,-5.07%,5.68%,1.53,8.37,Yes / Yes,0.59,110.94%,13.35%,1.14,5.87,-1.69%,299.00%,-10.18%,Feb 06 BMO,10.23M,5.97,-4.85%,-1.49%,-2.00%,,"2,815,010",1.62%,CX
RUT,9.50,5.85,6.89%,4.76M,-5.86%,264.67M,8.24,5.47%,0.09%,4.43M,-8.93%,27.82M,-,1.49,26.26%,1.01%,-22.75%,169.51M,1.56,6.49%,8.67%,3.60,8.74%,62.97,0.88,0.92%,0.04M,31.38%,-,-,-,9.60%,38.52 - 75.40,-12.16%,2.00 (3.60%),8.86,2.13%,8.31%,-26.25%,0.46,1.95 (3.50%),-,20.28%,-,44.35%,2.16,"Mar 14, 2025",0.03,51.03%,19.87%,37.86,3.31% 3.54%,410,1.03,22.34%,16.41%,1.00,70.00,No / Yes,0.12,5.76%,33.34%,0.33,56.21,-,9.09%,2.87%,Jan 30 AMC,12.36K,55.61,-6.10%,-8.18%,-1.58%,,969,-1.07%,CZFS
RUT,11.91,1.69,4.82%,15.43M,-1.71%,310.71M,9.97,5.50%,0.21%,14.72M,-6.64%,25.82M,-,0.44,33.30%,0.39%,-2.95%,157.34M,1.97,13.02%,2.77%,1.55,6.35%,17.84,1.13,1.01%,0.06M,12.05%,-,-,-,9.60%,16.50 - 22.68,8.01%,1.12 (5.57%),11.15,2.98%,5.35%,-11.42%,0.40,1.12 (5.57%),-,13.48%,-,21.76%,0.53,"Feb 03, 2025",0.36,7.29%,20.26%,43.55,2.85% 2.41%,404,0.75,3.55%,16.41%,3.00,21.00,Yes / Yes,0.75,90.10%,66.39%,0.22,19.79,-2.03%,12.77%,13.82%,Jan 23 AMC,37.31K,20.09,-3.05%,-1.19%,3.61%,,"1,955",1.52%,CZNC
-,10.48,1.34,10.01%,9.98M,-5.50%,140.63M,8.84,21.92%,0.00%,9.03M,-10.10%,13.75M,-,0.27,49.97%,0.24%,-16.92%,99.29M,1.42,-3.70%,4.01%,0.93,4.20%,17.94,0.78,0.76%,0.02M,14.88%,-,-,-,7.80%,10.14 - 17.04,-13.97%,0.36 (2.57%),-,9.51%,5.60%,-17.75%,0.84,0.36 (2.57%),-,7.12%,-,38.22%,0.38,"Feb 07, 2025",0.06,7.23%,17.97%,28.61,4.35% 2.31%,232,0.37,5.83%,13.85%,1.00,18.50,No / Yes,0.37,-23.56%,23.88%,0.30,13.78,-0.93%,0.00%,-1.38%,Jan 27 BMO,23.68K,14.02,-5.87%,-9.34%,-0.35%,,"1,740",1.71%,CZWI
-,3.01,25.92,49.71%,18.99M,-3.28%,1.46B,2.87,-4.23%,0.00%,9.39M,-5.85%,505.07M,-,6.56,20.12%,5.50%,-4.99%,1.01B,1.44,3.28%,-3.67%,4.80,-0.43%,180.37,0.43,12.62%,0.52M,8.80%,27.54,2.83,-8.90%,15.68%,69.33 - 98.25,-2.52%,3.40 (4.36%),-,25.74%,12.25%,-20.56%,1.30,3.30 (4.23%),3.83,19.71%,60.14%,12.58%,1.93,"Feb 24, 2025",3.97,-9.89%,52.75%,41.95,2.50% 2.46%,2125,0.21,6.00%,50.03%,2.00,97.00,Yes / Yes,0.20,-38.93%,12.47%,0.79,78.75,1.89%,4.40%,5.42%,Feb 10 AMC,107.45K,78.05,-3.55%,-2.56%,-6.41%,,"20,541",-0.89%,DAC
S&P 500,8.42,5.33,0.42%,646.47M,-15.81%,28.97B,5.40,13.74%,-15.26%,643.28M,-32.38%,3.46B,0.58,0.57,82.16%,4.12%,-28.54%,61.64B,0.47,18.65%,3.08%,2.87,1.30%,23.66,1.90,4.27%,26.48M,4.90%,5.01,8.95,14.56%,26.19%,37.29 - 69.98,-25.86%,0.51 (1.14%),10.04,-6.08%,9.84%,-35.90%,1.24,0.55 (1.23%),0.32,20.28%,17.75%,20.29%,2.83,"Feb 27, 2025",0.37,-25.26%,9.73%,22.36,7.11% 5.08%,103000,1.49,6.19%,5.61%,1.36,77.85,Yes / Yes,1.30,-59.12%,9.37%,1.28,43.92,1.72%,5.29%,9.39%,Jan 10 BMO,9.24M,44.85,-20.79%,-27.70%,-16.57%,,"2,872,024",2.13%,DAL
-,11.67,2.07,7.98%,1.90B,-0.19%,45.76B,7.30,11.62%,0.00%,1.75B,19.86%,2.95B,0.85,1.00,39.85%,0.43%,35.17%,63.20B,0.72,16.34%,-1.61%,2.63,53.89%,37.23,0.65,0.29%,7.51M,62.06%,-,-,13.67%,6.10%,13.70 - 24.44,41.44%,1.05 (4.37%),-,-,1.38%,-1.33%,1.03,0.49 (2.03%),-,0.95%,-,76.02%,0.76,"May 23, 2025",5.74,-36.03%,8.89%,68.97,2.31% 2.34%,90130,2.11,-1.57%,4.66%,2.28,22.61,Yes / Yes,1.95,-91.66%,21.73%,2.04,22.98,1.64%,6.10%,-54.47%,Jan 30 BMO,2.86M,24.11,9.58%,19.81%,38.23%,,"1,410,319",4.94%,DB
-,3.98,2.48,-,49.55M,1.23%,488.56M,0.32,-9.25%,-,49.54M,-1.50%,122.81M,-,8.25,10.46%,0.15%,-16.37%,340.39M,1.44,-32.16%,6.18%,1.89,-27.34%,16.98,0.58,14.06%,0.07M,-32.88%,8.37,1.18,-2.68%,15.28%,8.56 - 18.21,-5.56%,-,3.32,-31.38%,13.97%,-45.87%,0.89,-,21.04,5.42%,84.38%,15.14%,0.40,"Dec 21, 2009",19.38,20.82%,39.70%,47.73,4.84% 3.93%,127,0.05,10.32%,36.08%,1.00,20.25,No / Yes,0.04,37.00%,0.00%,0.06,9.59,-4.31%,23.34%,-2.43%,Feb 11 AMC,38.45K,9.86,-0.10%,-3.23%,-21.06%,,531,2.87%,DDI
RUT,3.93,3.01,-,46.86M,4.96%,602.06M,5.51,2.45%,-,44.86M,-30.35%,143.09M,-,0.52,69.44%,2.40%,-23.61%,749.63M,0.80,-76.83%,7.42%,2.56,7.83%,11.44,1.04,20.75%,1.07M,0.77%,0.43,27.26,-,350.03%,10.54 - 17.70,-29.52%,1.26 (10.62%),2.61,9.16%,7.13%,-33.11%,0.86,1.16 (9.80%),0.44,42.67%,11.20%,12.37%,0.53,"Feb 28, 2025",0.44,-85.75%,-1.46%,30.72,4.25% 4.03%,1603,3.17,-49.11%,19.09%,1.00,28.72,No / Yes,2.75,-97.64%,-,0.67,11.71,-,-,-24.34%,Mar 17 BMO,419.86K,11.84,-9.69%,-21.98%,-16.10%,,"68,210",1.11%,DEC
RUT,9.50,0.41,3.44%,51.33M,-6.23%,201.34M,7.24,8.46%,1.73%,49.84M,-23.81%,21.57M,-,0.09,86.52%,6.56%,-38.76%,452.33M,0.45,-8.06%,3.36%,2.60,-33.20%,-0.66,-,4.07%,3.27M,-57.51%,0.05,71.91,-,-,3.85 - 9.25,-35.52%,-,218.84,-26.40%,6.04%,-57.83%,1.85,-,0.40,1.01%,28.19%,1.32%,0.30,-,0.42,15.46%,10.46%,25.31,5.77% 7.38%,3800,-,-2.50%,4.77%,1.78,7.50,Yes / Yes,-,141.64%,0.00%,0.79,3.91,-1.18%,-8.44%,-0.59%,Feb 12 BMO,1.26M,3.90,-16.28%,-30.06%,-37.99%,,"240,711",-0.23%,DENN
RUT,7.48,3.21,70.11%,35.71M,-5.44%,2.24B,6.56,12.80%,-1.34%,27.93M,14.45%,321.84M,-,0.56,34.09%,23.01%,-20.04%,4.45B,0.50,-2.99%,21.89%,11.66,-22.79%,13.32,1.80,11.33%,6.43M,-40.18%,3.64,6.60,-,27.19%,20.54 - 44.38,3.09%,-,-,57.10%,11.93%,-45.95%,1.90,-,0.70,38.08%,18.70%,16.79%,1.38,-,3.90,13.43%,9.72%,50.90,6.10% 5.98%,1686,0.94,18.74%,7.23%,3.00,29.00,Yes / Yes,0.94,29.79%,0.00%,0.35,23.40,12.01%,17.27%,37.15%,Feb 25 BMO,551.48K,23.99,1.65%,3.11%,-15.47%,,"46,331",2.52%,DFH
RUT,14.25,3.06,5.71%,28.70M,-7.61%,1.25B,10.63,10.79%,-27.01%,26.97M,-33.47%,92.40M,-,0.74,100.18%,4.30%,-28.72%,781.90M,1.60,7.75%,3.20%,4.15,-33.41%,15.20,2.87,10.98%,1.16M,-32.27%,2.00,21.79,-,22.04%,42.31 - 71.01,-30.43%,-,11.87,22.79%,16.28%,-38.54%,1.23,-,1.02,-1.81%,54.20%,3.15%,2.07,-,1.04,12.72%,17.00%,26.77,4.30% 4.99%,1800,0.33,-1.92%,11.82%,1.00,71.33,Yes / Yes,0.30,-39.17%,0.00%,0.22,43.47,-7.63%,-17.75%,-11.44%,Feb 18 BMO,279.43K,43.64,-9.77%,-24.59%,-29.25%,,"14,993",0.40%,DFIN
S&P 500,10.49,15.56,0.58%,251.34M,-2.57%,41.07B,10.28,14.59%,0.00%,250.16M,-13.51%,3.91B,14.37,3.37,84.33%,2.12%,-7.13%,23.68B,1.73,-21.81%,-1.44%,3.06,26.84%,67.12,2.43,2.65%,5.30M,30.84%,-,-,0.73%,24.68%,119.31 - 205.76,-5.78%,2.86 (1.75%),5.03,14.28%,13.95%,-20.68%,1.22,2.80 (1.72%),-,12.10%,-,36.80%,7.14,"Feb 20, 2025",0.20,45.76%,22.63%,35.53,4.09% 3.88%,21000,0.91,15.25%,16.50%,2.21,213.69,Yes / Yes,0.56,427.97%,15.81%,0.44,159.23,8.50%,41.65%,10.63%,Jan 22 AMC,1.73M,163.22,-10.28%,-12.67%,4.82%,,"183,062",2.50%,DFS
S&P 500,12.88,6.07,0.28%,219.93M,-4.44%,17.20B,12.77,8.53%,-2.58%,219.30M,5.95%,1.34B,2.21,1.50,94.82%,4.84%,-5.08%,40.17B,0.43,-4.71%,-1.06%,2.82,-2.94%,33.39,2.34,4.30%,10.61M,-51.49%,2.44,32.01,5.83%,19.37%,66.43 - 168.07,3.15%,2.42 (3.09%),10.44,4.82%,5.82%,-53.47%,0.44,2.36 (3.02%),0.15,8.96%,27.27%,17.73%,3.42,"Apr 08, 2025",1.15,-30.27%,4.98%,54.20,6.98% 4.33%,185800,2.39,2.90%,3.33%,2.56,85.08,Yes / Yes,2.12,-28.92%,31.24%,1.16,79.95,0.44%,11.10%,5.05%,Mar 13 BMO,3.76M,78.21,2.43%,5.78%,-16.27%,,"1,060,080",-2.18%,DG
RUT,12.07,1.51,55.89%,29.95M,2.18%,637.04M,11.68,10.45%,1.52%,15.48M,21.45%,50.86M,-,0.35,31.03%,1.38%,12.48%,989.60M,0.64,0.57%,-,2.04,21.69%,15.58,1.17,2.96%,0.21M,35.58%,-,-,-,9.92%,12.26 - 18.25,18.23%,0.70 (3.82%),9.45,-1.76%,8.76%,0.22%,-0.03,0.69 (3.77%),-,4.13%,-,49.17%,0.48,"Feb 04, 2025",0.47,1000.07%,6.39%,73.42,2.58% 3.27%,851,0.06,6.71%,5.14%,3.00,16.50,Yes / Yes,0.06,1264.29%,45.13%,0.33,18.13,-7.08%,125.05%,4.38%,Feb 20 BMO,104.71K,18.29,7.43%,16.49%,22.62%,,"8,424",0.88%,DGICA
S&P 500,8.90,14.15,11.73%,317.65M,-5.59%,39.69B,8.81,11.37%,-0.02%,278.16M,-1.40%,4.65B,2.14,2.67,84.24%,2.44%,-19.77%,36.69B,1.08,-10.52%,0.01%,1.83,-31.97%,78.53,1.60,13.61%,6.78M,-18.54%,9.74,12.93,4.15%,19.35%,124.23 - 199.85,-9.91%,1.59 (1.26%),13.88,27.31%,15.62%,-36.97%,1.60,1.40 (1.11%),1.18,16.49%,25.73%,1.39%,3.91,"Feb 07, 2025",9.78,1.63%,16.28%,40.72,3.21% 2.87%,14766,0.21,2.12%,12.69%,2.36,166.64,Yes / Yes,0.19,-7.40%,8.37%,0.76,125.29,8.55%,10.96%,-1.46%,Jan 21 BMO,3.70M,125.96,-2.24%,-6.95%,-20.91%,,"682,331",0.53%,DHI
